sponsor_name,ein,city,state,ntee_code,classification,propublica_url,search_term_found,collected_at,website,email,phone,contact_person,mission_statement,annual_revenue,assets,outreach_status,email_sent,response_received,sponsorship_amount,notes,follow_up_date,priority_level
Pia Nys Graphic Arts Education Foundation Inc,223149570,Amherst,NY,,,https://projects.propublica.org/nonprofits/organizations/223149570,arts education,2025-10-17 17:57:03,,,,,,,,not_contacted,no,no,,,,high
Pearl Mae Watson Arts Education Foundation Inc,932519224,Brooklyn,NY,A12,,https://projects.propublica.org/nonprofits/organizations/932519224,arts education,2025-10-17 17:57:03,,,,,,,,not_contacted,no,no,,,,high
Caribbean Arts & Culture Foundation,993236975,Buffalo,NY,A23,,https://projects.propublica.org/nonprofits/organizations/993236975,cultural arts,2025-10-17 17:57:04,,,,,,,,not_contacted,no,no,,,,high
Asase Yaa Cultural Arts Foundation Inc,352381871,Brooklyn,NY,B99,,https://projects.propublica.org/nonprofits/organizations/352381871,cultural arts,2025-10-17 17:57:04,,,,,,,,not_contacted,no,no,,,,high
Empower Performing Arts Foundation,994570117,Oswego,NY,A12,,https://projects.propublica.org/nonprofits/organizations/994570117,performing arts,2025-10-17 17:57:06,,,,,,,,not_contacted,no,no,,,,high
Supermajority Education Fund,843745987,New York,NY,R24,,https://projects.propublica.org/nonprofits/organizations/843745987,education,2025-10-17 17:57:07,,,,,,,,not_contacted,no,no,,,,high
Food Education Fund,263497284,New York,NY,B82,,https://projects.propublica.org/nonprofits/organizations/263497284,education,2025-10-17 17:57:07,,,,,,,,not_contacted,no,no,,,,high
Kenya Education Fund,542056227,New York,NY,P80,,https://projects.propublica.org/nonprofits/organizations/542056227,education,2025-10-17 17:57:07,,,,,,,,not_contacted,no,no,,,,high
Polar Education Foundation,205853356,New York,NY,C60,,https://projects.propublica.org/nonprofits/organizations/205853356,education,2025-10-17 17:57:07,,,,,,,,not_contacted,no,no,,,,high
Advertising Educational Foundation,133228986,New York,NY,,,https://projects.propublica.org/nonprofits/organizations/133228986,educational,2025-10-17 17:57:08,,,,,,,,not_contacted,no,no,,,,high
Bnos Educational Trust,872475274,Brooklyn,NY,X30,,https://projects.propublica.org/nonprofits/organizations/872475274,educational,2025-10-17 17:57:08,,,,,,,,not_contacted,no,no,,,,high
Kaplan Educational Foundation,200495155,New York,NY,T20,,https://projects.propublica.org/nonprofits/organizations/200495155,educational,2025-10-17 17:57:08,,,,,,,,not_contacted,no,no,,,,high
Map Educational Fund,453265404,New York,NY,G40,,https://projects.propublica.org/nonprofits/organizations/453265404,educational,2025-10-17 17:57:08,,,,,,,,not_contacted,no,no,,,,high
Nesca Educational Foundation,831276077,Albany,NY,B82,,https://projects.propublica.org/nonprofits/organizations/831276077,educational,2025-10-17 17:57:08,,,,,,,,not_contacted,no,no,,,,high
Cannon Educational Fund,526223026,Buffalo,NY,T70,,https://projects.propublica.org/nonprofits/organizations/526223026,educational,2025-10-17 17:57:08,,,,,,,,not_contacted,no,no,,,,high
Hauppauge Educational Foundation,311625943,Hauppauge,NY,B123,,https://projects.propublica.org/nonprofits/organizations/311625943,educational,2025-10-17 17:57:08,,,,,,,,not_contacted,no,no,,,,high
Catskill Educational Foundation,203123424,Catskill,NY,B99,,https://projects.propublica.org/nonprofits/organizations/203123424,educational,2025-10-17 17:57:08,,,,,,,,not_contacted,no,no,,,,high
Gescheidt Educational Fund,131739900,Pleasantville,NY,,,https://projects.propublica.org/nonprofits/organizations/131739900,educational,2025-10-17 17:57:08,,,,,,,,not_contacted,no,no,,,,high
Highland Educational Foundation,474154232,Highland,NY,B12,,https://projects.propublica.org/nonprofits/organizations/474154232,educational,2025-10-17 17:57:08,,,,,,,,not_contacted,no,no,,,,high
Menglan Educational Foundation,454574583,Scarsdale,NY,B82,,https://projects.propublica.org/nonprofits/organizations/454574583,educational,2025-10-17 17:57:08,,,,,,,,not_contacted,no,no,,,,high
Outram Educational Foundation,113575425,Brooklyn,NY,B99,,https://projects.propublica.org/nonprofits/organizations/113575425,educational,2025-10-17 17:57:08,,,,,,,,not_contacted,no,no,,,,high
Tep Educational Foundation,991516530,Troy,NY,C60,,https://projects.propublica.org/nonprofits/organizations/991516530,educational,2025-10-17 17:57:08,,,,,,,,not_contacted,no,no,,,,high
Tonbridge Educational Foundation,205556499,New York,NY,B82,,https://projects.propublica.org/nonprofits/organizations/205556499,educational,2025-10-17 17:57:08,,,,,,,,not_contacted,no,no,,,,high
Corinth Educational Foundation,333171331,Corinth,NY,B12,,https://projects.propublica.org/nonprofits/organizations/333171331,educational,2025-10-17 17:57:08,,,,,,,,not_contacted,no,no,,,,high
Protected Schools Foundation,992490472,Sayville,NY,B90,,https://projects.propublica.org/nonprofits/organizations/992490472,schools,2025-10-17 17:57:10,,,,,,,,not_contacted,no,no,,,,high
Higher Learning Foundation,473440389,Laurelton,NY,B90,,https://projects.propublica.org/nonprofits/organizations/473440389,learning,2025-10-17 17:57:14,,,,,,,,not_contacted,no,no,,,,high
Fsl Scholarship Foundation,232618766,New York,NY,,,https://projects.propublica.org/nonprofits/organizations/232618766,scholarship,2025-10-17 17:57:15,,,,,,,,not_contacted,no,no,,,,high
Sba Scholarship Fund,542184059,New York,NY,B82,,https://projects.propublica.org/nonprofits/organizations/542184059,scholarship,2025-10-17 17:57:15,,,,,,,,not_contacted,no,no,,,,high
Sawyer Scholarship Foundation,136113938,Obernburg,NY,,,https://projects.propublica.org/nonprofits/organizations/136113938,scholarship,2025-10-17 17:57:15,,,,,,,,not_contacted,no,no,,,,high
Avery Scholarship Foundation,141798357,Roscoe,NY,T22,,https://projects.propublica.org/nonprofits/organizations/141798357,scholarship,2025-10-17 17:57:15,,,,,,,,not_contacted,no,no,,,,high
Adb Scholarship Fund,880849655,Binghamton,NY,B82,,https://projects.propublica.org/nonprofits/organizations/880849655,scholarship,2025-10-17 17:57:15,,,,,,,,not_contacted,no,no,,,,high
Asum Scholarship Fund,465377060,Bronx,NY,B82,,https://projects.propublica.org/nonprofits/organizations/465377060,scholarship,2025-10-17 17:57:15,,,,,,,,not_contacted,no,no,,,,high
Beatitude Scholarship Fund,933352162,Sprngfld Gdns,NY,O55,,https://projects.propublica.org/nonprofits/organizations/933352162,scholarship,2025-10-17 17:57:15,,,,,,,,not_contacted,no,no,,,,high
Flavin Scholarship Fund,161603208,Rochester,NY,B82,,https://projects.propublica.org/nonprofits/organizations/161603208,scholarship,2025-10-17 17:57:15,,,,,,,,not_contacted,no,no,,,,high
Life Scholarship Foundation,473207733,E Northport,NY,B82,,https://projects.propublica.org/nonprofits/organizations/473207733,scholarship,2025-10-17 17:57:15,,,,,,,,not_contacted,no,no,,,,high
Oceanside Scholarship Fund,116038132,Oceanside,NY,,,https://projects.propublica.org/nonprofits/organizations/116038132,scholarship,2025-10-17 17:57:15,,,,,,,,not_contacted,no,no,,,,high
Pulaski Scholarship Foundation,113085480,Maspeth,NY,T21Z,,https://projects.propublica.org/nonprofits/organizations/113085480,scholarship,2025-10-17 17:57:15,,,,,,,,not_contacted,no,no,,,,high
Humanitas Scholarship Trust,133123849,Bronx,NY,B90,,https://projects.propublica.org/nonprofits/organizations/133123849,scholarship,2025-10-17 17:57:15,,,,,,,,not_contacted,no,no,,,,high
Student Arts Foundation,454120223,Rochester,NY,B99,,https://projects.propublica.org/nonprofits/organizations/454120223,student,2025-10-17 17:57:17,,,,,,,,not_contacted,no,no,,,,high
Rize Student Foundation,874292354,New York,NY,B82,,https://projects.propublica.org/nonprofits/organizations/874292354,student,2025-10-17 17:57:17,,,,,,,,not_contacted,no,no,,,,high
Student Agencies Foundation Inc,150461439,Ithaca,NY,,,https://projects.propublica.org/nonprofits/organizations/150461439,student,2025-10-17 17:57:17,,,,,,,,not_contacted,no,no,,,,high
Social Register Foundation,821049144,New York,NY,W99,,https://projects.propublica.org/nonprofits/organizations/821049144,social,2025-10-17 17:57:19,,,,,,,,not_contacted,no,no,,,,high
Social Cinema Foundation,823221699,New York,NY,A25,,https://projects.propublica.org/nonprofits/organizations/823221699,social,2025-10-17 17:57:19,,,,,,,,not_contacted,no,no,,,,high
Civic Initiatives Foundation,454110216,New York,NY,A82,,https://projects.propublica.org/nonprofits/organizations/454110216,civic,2025-10-17 17:57:20,,,,,,,,not_contacted,no,no,,,,high
Civic Involvement Fund,852665963,Brooklyn,NY,,,https://projects.propublica.org/nonprofits/organizations/852665963,civic,2025-10-17 17:57:20,,,,,,,,not_contacted,no,no,,,,high
Public Employees Federation Public Employees Benefits Fund,237357996,Albany,NY,,,https://projects.propublica.org/nonprofits/organizations/237357996,public,2025-10-17 17:57:21,,,,,,,,not_contacted,no,no,,,,high
Nonprofit Finance Fund,133238657,New York,NY,S500,,https://projects.propublica.org/nonprofits/organizations/133238657,nonprofit,2025-10-17 17:57:23,,,,,,,,not_contacted,no,no,,,,high
First Nonprofit Foundation,611452994,New York,NY,T20,,https://projects.propublica.org/nonprofits/organizations/611452994,nonprofit,2025-10-17 17:57:23,,,,,,,,not_contacted,no,no,,,,high
Nonprofit Collective Foundation Inc,821032203,New York,NY,B02,,https://projects.propublica.org/nonprofits/organizations/821032203,nonprofit,2025-10-17 17:57:23,,,,,,,,not_contacted,no,no,,,,high
Demetrius Foundation Nonprofit Corporation,851872576,Goshen,NY,F12,,https://projects.propublica.org/nonprofits/organizations/851872576,nonprofit,2025-10-17 17:57:23,,,,,,,,not_contacted,no,no,,,,high
Nonprofit Resource Hub Foundation Inc,334109774,Bohemia,NY,B99,,https://projects.propublica.org/nonprofits/organizations/334109774,nonprofit,2025-10-17 17:57:23,,,,,,,,not_contacted,no,no,,,,high
Bunting Charity Lodge Charity Fund Inc,133280088,New York,NY,,,https://projects.propublica.org/nonprofits/organizations/133280088,charity,2025-10-17 17:57:24,,,,,,,,not_contacted,no,no,,,,high
Bolla Charity Foundation,464054300,Garden City,NY,Z99,,https://projects.propublica.org/nonprofits/organizations/464054300,charity,2025-10-17 17:57:24,,,,,,,,not_contacted,no,no,,,,high
Sunshine Charity Foundation,364884766,Brooklyn,NY,T22,,https://projects.propublica.org/nonprofits/organizations/364884766,charity,2025-10-17 17:57:24,,,,,,,,not_contacted,no,no,,,,high
Landmark Charity Foundation,202074411,Brooklyn,NY,T50,,https://projects.propublica.org/nonprofits/organizations/202074411,charity,2025-10-17 17:57:24,,,,,,,,not_contacted,no,no,,,,high
Rosenberg Charity Foundation,113577334,Brooklyn,NY,T21,,https://projects.propublica.org/nonprofits/organizations/113577334,charity,2025-10-17 17:57:24,,,,,,,,not_contacted,no,no,,,,high
Wellspring Charity Fund,133994337,Brooklyn,NY,T20Z,,https://projects.propublica.org/nonprofits/organizations/133994337,charity,2025-10-17 17:57:24,,,,,,,,not_contacted,no,no,,,,high
Eygf Charity Foundation,921316240,Brooklyn,NY,T20,,https://projects.propublica.org/nonprofits/organizations/921316240,charity,2025-10-17 17:57:24,,,,,,,,not_contacted,no,no,,,,high
Bjls Charity Fund,465586809,Suffern,NY,T22,,https://projects.propublica.org/nonprofits/organizations/465586809,charity,2025-10-17 17:57:24,,,,,,,,not_contacted,no,no,,,,high
Charleigh Charitable Trust,463376803,Mineola,NY,T22,,https://projects.propublica.org/nonprofits/organizations/463376803,charitable,2025-10-17 17:57:25,,,,,,,,not_contacted,no,no,,,,high
Howind Charitable Trust,464550482,Melville,NY,T20,,https://projects.propublica.org/nonprofits/organizations/464550482,charitable,2025-10-17 17:57:25,,,,,,,,not_contacted,no,no,,,,high
Crosby Charitable Trust,811669605,Norwich,NY,T12,,https://projects.propublica.org/nonprofits/organizations/811669605,charitable,2025-10-17 17:57:25,,,,,,,,not_contacted,no,no,,,,high
Lorber Charitable Fund,113375574,Jericho,NY,T20Z,,https://projects.propublica.org/nonprofits/organizations/113375574,charitable,2025-10-17 17:57:25,,,,,,,,not_contacted,no,no,,,,high
Philanthropic Foundation,471704039,New York,NY,T50,,https://projects.propublica.org/nonprofits/organizations/471704039,philanthropy,2025-10-17 17:57:26,,,,,,,,not_contacted,no,no,,,,high
Turkish Philanthropy Funds Inc,208392006,New York,NY,Q12,,https://projects.propublica.org/nonprofits/organizations/208392006,philanthropy,2025-10-17 17:57:26,,,,,,,,not_contacted,no,no,,,,high
Grapevine Giving Foundation,872389502,New York,NY,T50,,https://projects.propublica.org/nonprofits/organizations/872389502,giving,2025-10-17 17:57:28,,,,,,,,not_contacted,no,no,,,,high
Ananta Giving Foundation,844762582,New York,NY,T30,,https://projects.propublica.org/nonprofits/organizations/844762582,giving,2025-10-17 17:57:28,,,,,,,,not_contacted,no,no,,,,high
Giving Back Foundation,273143272,New York,NY,T22,,https://projects.propublica.org/nonprofits/organizations/273143272,giving,2025-10-17 17:57:28,,,,,,,,not_contacted,no,no,,,,high
Charitable Giving Trust,861324189,New York,NY,A12,,https://projects.propublica.org/nonprofits/organizations/861324189,giving,2025-10-17 17:57:28,,,,,,,,not_contacted,no,no,,,,high
Giving Tree Philanthropy Fund,872882740,Corning,NY,T12,,https://projects.propublica.org/nonprofits/organizations/872882740,giving,2025-10-17 17:57:28,,,,,,,,not_contacted,no,no,,,,high
Mbd Compass One A Housing Development Fund Company Inc,464020203,Bronx,NY,L20,,https://projects.propublica.org/nonprofits/organizations/464020203,company,2025-10-17 17:57:31,,,,,,,,not_contacted,no,no,,,,high
Mbd Compass One B Housing Development Fund Company Inc,464051731,Bronx,NY,L20,,https://projects.propublica.org/nonprofits/organizations/464051731,company,2025-10-17 17:57:31,,,,,,,,not_contacted,no,no,,,,high
Inch Foundation Inc,992613594,New York,NY,A20,,https://projects.propublica.org/nonprofits/organizations/992613594,inc,2025-10-17 17:57:32,,,,,,,,not_contacted,no,no,,,,high
Heart And Health Educationfoundation Inc,203919579,Briarcliff Manor,NY,G430,,https://projects.propublica.org/nonprofits/organizations/203919579,health,2025-10-17 17:57:39,,,,,,,,not_contacted,no,no,,,,high
Health Quest Veba Health Savings Trust,274847462,La Grangeville,NY,Y43,,https://projects.propublica.org/nonprofits/organizations/274847462,health,2025-10-17 17:57:39,,,,,,,,not_contacted,no,no,,,,high
Heart And Health Educational Foundation Inc,873296905,Dix Hills,NY,E70,,https://projects.propublica.org/nonprofits/organizations/873296905,health,2025-10-17 17:57:39,,,,,,,,not_contacted,no,no,,,,high
Health Research Inc Postretirement Health Benefits Trust,464309365,Menands,NY,Y43,,https://projects.propublica.org/nonprofits/organizations/464309365,health,2025-10-17 17:57:39,,,,,,,,not_contacted,no,no,,,,high
Israel Healthcare Foundation,273649987,New York,NY,E12,,https://projects.propublica.org/nonprofits/organizations/273649987,healthcare,2025-10-17 17:57:40,,,,,,,,not_contacted,no,no,,,,high
Healthcare Impact Foundation,823038867,New York,NY,E19,,https://projects.propublica.org/nonprofits/organizations/823038867,healthcare,2025-10-17 17:57:40,,,,,,,,not_contacted,no,no,,,,high
Labor Management Healthcare Fund,200422657,Cheektowaga,NY,Y43,,https://projects.propublica.org/nonprofits/organizations/200422657,healthcare,2025-10-17 17:57:40,,,,,,,,not_contacted,no,no,,,,high
Medical Excellence Foundation,873870324,Nissequogue,NY,T20,,https://projects.propublica.org/nonprofits/organizations/873870324,medical,2025-10-17 17:57:41,,,,,,,,not_contacted,no,no,,,,high
Wellness Foundation,203265442,Sag Harbor,NY,,,https://projects.propublica.org/nonprofits/organizations/203265442,wellness,2025-10-17 17:57:43,,,,,,,,not_contacted,no,no,,,,high
Wellness Alliance Foundation,810747267,New York,NY,P20,,https://projects.propublica.org/nonprofits/organizations/810747267,wellness,2025-10-17 17:57:43,,,,,,,,not_contacted,no,no,,,,high
Malta Human Services Foundation,133623325,New York,NY,Q330,,https://projects.propublica.org/nonprofits/organizations/133623325,human services,2025-10-17 17:57:44,,,,,,,,not_contacted,no,no,,,,high
Spectrum Human Services Foundation Inc,222832638,Orchard Park,NY,P28Z,,https://projects.propublica.org/nonprofits/organizations/222832638,human services,2025-10-17 17:57:44,,,,,,,,not_contacted,no,no,,,,high
Abba Human Services Foundation Inc,843805419,New City,NY,E92,,https://projects.propublica.org/nonprofits/organizations/843805419,human services,2025-10-17 17:57:44,,,,,,,,not_contacted,no,no,,,,high
Foundation For Human Services Inc,141792786,Loch Sheldrke,NY,T20J,,https://projects.propublica.org/nonprofits/organizations/141792786,human services,2025-10-17 17:57:44,,,,,,,,not_contacted,no,no,,,,high
Youth Renewal Fund,133641489,New York,NY,B25I,,https://projects.propublica.org/nonprofits/organizations/133641489,youth,2025-10-17 17:57:47,,,,,,,,not_contacted,no,no,,,,high
Youth Foundation Inc,136093036,New York,NY,,,https://projects.propublica.org/nonprofits/organizations/136093036,youth,2025-10-17 17:57:47,,,,,,,,not_contacted,no,no,,,,high
